10115,Mitte
10117,Mitte
10119,Mitte
10119,Prenzlauer Berg
10178,Mitte
10179,Mitte
10243,Friedrichshain
10245,Friedrichshain
10247,Prenzlauer Berg
10247,Friedrichshain
10249,Prenzlauer Berg
10249,Friedrichshain
10315,Friedrichsfelde
10315,Lichtenberg
10317,Friedrichsfelde
10317,Lichtenberg
10317,Rummelsburg
10318,Karlshorst
10319,Friedrichsfelde
10365,Lichtenberg
10367,Lichtenberg
10367,Fennpfuhl
10369,Lichtenberg
10369,Fennpfuhl
10405,Prenzlauer Berg
10407,Prenzlauer Berg
10409,Prenzlauer Berg
10435,Mitte
10435,Prenzlauer Berg
10437,Prenzlauer Berg
10439,Prenzlauer Berg
10439,Pankow
10551,Moabit
10553,Moabit
10555,Moabit
10555,Hansaviertel
10557,Moabit
10557,Hansaviertel
10557,Tiergarten
10559,Moabit
10585,Charlottenburg
10587,Charlottenburg
10589,Charlottenburg
10589,Charlottenburg-Nord
10623,Charlottenburg
10625,Charlottenburg
10627,Charlottenburg
10629,Charlottenburg
10707,Charlottenburg
10707,Wilmersdorf
10709,Charlottenburg
10709,Wilmersdorf
10709,Halensee
10711,Charlottenburg
10711,Halensee
10711,Grunewald
10713,Wilmersdorf
10713,Halensee
10715,Wilmersdorf
10717,Wilmersdorf
10719,Charlottenburg
10719,Wilmersdorf
10777,Wilmersdorf
10777,Schöneberg
10779,Wilmersdorf
10779,Schöneberg
10781,Schöneberg
10783,Schöneberg
10785,Tiergarten
10785,Schöneberg
10785,Kreuzberg
10787,Tiergarten
10787,Charlottenburg
10787,Schöneberg
10789,Charlottenburg
10789,Wilmersdorf
10789,Schöneberg
10823,Schöneberg
10825,Wilmersdorf
10825,Schöneberg
10827,Schöneberg
10827,Friedenau
10829,Schöneberg
10961,Kreuzberg
10963,Tiergarten
10963,Kreuzberg
10965,Schöneberg
10965,Kreuzberg
10965,Neukölln
10965,Tempelhof
10967,Kreuzberg
10967,Neukölln
10969,Kreuzberg
10997,Kreuzberg
10999,Kreuzberg
12043,Neukölln
12045,Neukölln
12047,Neukölln
12049,Neukölln
12051,Neukölln
12053,Neukölln
12055,Neukölln
12057,Neukölln
12059,Neukölln
12099,Neukölln
12099,Tempelhof
12099,Mariendorf
12099,Britz
12101,Schöneberg
12101,Tempelhof
12103,Schöneberg
12103,Tempelhof
12103,Mariendorf
12105,Schöneberg
12105,Tempelhof
12105,Mariendorf
12107,Mariendorf
12107,Marienfelde
12107,Lichtenrade
12107,Buckow
12109,Tempelhof
12109,Mariendorf
12157,Schöneberg
12157,Steglitz
12159,Schöneberg
12159,Friedenau
12161,Friedenau
12161,Steglitz
12163,Friedenau
12163,Steglitz
12165,Steglitz
12167,Steglitz
12169,Steglitz
12203,Lichterfelde
12205,Lichterfelde
12207,Lichterfelde
12209,Lichterfelde
12247,Steglitz
12247,Lankwitz
12249,Marienfelde
12249,Lankwitz
12277,Mariendorf
12277,Marienfelde
12279,Tempelhof
12279,Marienfelde
12305,Lichtenrade
12305,Buckow
12307,Marienfelde
12307,Lichtenrade
12309,Lichtenrade
