63928,Walldürn
64754,Eberbach
68159,Mannheim
68161,Mannheim
68163,Mannheim
68165,Mannheim
68167,Mannheim
68169,Mannheim
68199,Mannheim
68219,Mannheim
68229,Mannheim
68239,Mannheim
68259,Mannheim
68305,Mannheim
68307,Mannheim
68309,Mannheim
68526,Ladenburg
68535,Edingen-Neckarhausen
68542,Heddesheim
68549,Ilvesheim
68723,Oftersheim
68723,Plankstadt
68723,Schwetzingen
68753,Waghäusel
68766,Hockenheim
68775,Ketsch
68782,Brühl (Baden)
68789,Sankt Leon-Rot
68794,Oberhausen-Rheinhausen
68799,Reilingen
68804,Altlußheim
68809,Neulußheim
69115,Heidelberg
69117,Heidelberg
69118,Heidelberg
69120,Heidelberg
69121,Heidelberg
69123,Heidelberg
69124,Heidelberg
69126,Heidelberg
69151,Neckargemünd
69168,Wiesloch
69181,Leimen (Baden)
69190,Walldorf (Baden)
69198,Schriesheim
69207,Sandhausen
69214,Eppelheim
69221,Dossenheim
69226,Nußloch
69231,Rauenberg
69234,Dielheim
69242,Mühlhausen (Kraichgau)
69245,Bammental
69250,Schönau (Odenwald)
69251,Gaiberg
69253,Heiligkreuzsteinach
69254,Malsch bei Wiesloch
69256,Mauer (Baden)
69257,Wiesenbach (Baden)
69259,Wilhelmsfeld
69412,Eberbach
69427,Mudau
69429,Eberbach
69429,Waldbrunn (Odenwald)
69434,Eberbach
69434,Heddesbach
69436,Schönbrunn (Baden)
69437,Neckargerach
69439,Zwingenberg (Baden)
69469,Weinheim (Bergstraße)
69493,Hirschberg an der Bergstraße
69502,Hemsbach (Bergstraße)
69514,Laudenbach (Bergstraße)
70173,Stuttgart
70174,Stuttgart
70176,Stuttgart
70178,Stuttgart
70180,Stuttgart
70182,Stuttgart
70184,Stuttgart
70186,Stuttgart
70188,Stuttgart
70190,Stuttgart
70191,Stuttgart
70192,Stuttgart
70193,Stuttgart
70195,Stuttgart
70197,Stuttgart
70199,Stuttgart
70327,Stuttgart
70329,Stuttgart
70372,Stuttgart
70374,Stuttgart
70376,Stuttgart
70378,Stuttgart
70435,Stuttgart
70437,Stuttgart
70439,Stuttgart
70469,Stuttgart
70499,Stuttgart
70563,Stuttgart
70565,Stuttgart
70567,Stuttgart
70569,Stuttgart
70597,Stuttgart
70599,Stuttgart
70619,Stuttgart
70629,Stuttgart
70734,Fellbach
70736,Fellbach
70771,Leinfelden-Echterdingen
70794,Filderstadt
70806,Kornwestheim
70825,Korntal-Münchingen
70839,Gerlingen
71032,Böblingen
71034,Böblingen
71063,Sindelfingen
71065,Sindelfingen
71067,Sindelfingen
71069,Sindelfingen
71083,Herrenberg
71088,Holzgerlingen
71093,Weil im Schönbuch
71101,Schönaich
71106,Magstadt
71111,Filderstadt
71111,Waldenbuch
71116,Gärtringen
71120,Grafenau (Württemberg)
71126,Gäufelden
71131,Jettingen
71134,Aidlingen
71139,Ehningen
71144,Steinenbronn
71149,Bondorf
71154,Nufringen
71155,Altdorf (Kreis Böblingen)
71157,Hildrizhausen
71159,Mötzingen
71229,Leonberg (Württemberg)
71254,Ditzingen
71263,Weil der Stadt
71272,Renningen
71277,Rutesheim
71282,Hemmingen (Württemberg)
71287,Weissach
71292,Friolzheim
71296,Heimsheim
71297,Mönsheim
71299,Wimsheim
71332,Waiblingen
71334,Waiblingen
71336,Waiblingen
71364,Winnenden
71384,Weinstadt
71394,Kernen im Remstal
71397,Leutenbach (Württemberg)
71404,Korb
71409,Schwaikheim
71522,Backnang
71540,Murrhardt
71543,Wüstenrot
71543,Beilstein (Württemberg)
71546,Aspach bei Backnang
71549,Auenwald
71554,Weissach im Tal
71560,Sulzbach an der Murr
71560,Oppenweiler
71563,Affalterbach
71566,Althütte
71570,Oppenweiler
71573,Allmersbach im Tal
71576,Burgstetten
71577,Großerlach
71579,Spiegelberg
71634,Ludwigsburg
71636,Ludwigsburg
71638,Ludwigsburg
71640,Ludwigsburg
71642,Ludwigsburg
71665,Vaihingen an der Enz
71672,Ludwigsburg
71672,Marbach am Neckar
71679,Asperg
71686,Remseck am Neckar
71691,Freiberg am Neckar
71696,Möglingen
71701,Schwieberdingen
71706,Schwieberdingen
71706,Markgröningen
71711,Marbach am Neckar
71711,Murr
71711,Steinheim an der Murr
71717,Beilstein (Württemberg)
71720,Oberstenfeld
71723,Großbottwar
71726,Benningen am Neckar
71729,Erdmannhausen
71732,Tamm
71735,Eberdingen
71737,Kirchberg an der Murr
71739,Oberriexingen
72070,Tübingen
72072,Tübingen
72074,Tübingen
72076,Tübingen
72108,Rottenburg am Neckar
72116,Mössingen
72119,Ammerbuch
72124,Pliezhausen
72127,Kusterdingen
72131,Ofterdingen
72135,Dettenhausen
72138,Kusterdingen
72138,Kirchentellinsfurt
72141,Walddorfhäslach
72144,Dußlingen
72145,Hirrlingen
