4600,Altenburg
4603,Göhren bei Altenburg
4603,Nobitz
4603,Windischleuba
4610,Meuselwitz
4613,Lucka
4617,Fockendorf
4617,Gerstenberg
4617,Haselbach bei Altenburg
4617,Kriebitzsch
4617,Lödla
4617,Monstab
4617,Rositz
4617,Starkenberg
4617,Treben
4618,Göpfersdorf
4618,Langenleuba-Niederhain
4626,Dobitschen
4626,Göllnitz
4626,Heukewalde
4626,Jonaswalde
4626,Löbichau
4626,Mehna
4626,Posterstein
4626,Schmölln
4626,Thonhausen
4626,Vollmershain
4626,Heyersdorf
4639,Gößnitz
4639,Ponitz
6556,Artern
6556,Borxleben
6556,Kalbsrieth
6556,Mönchpfiffel-Nikolausrieth
6556,Reinsdorf (Thüringen)
6556,An der Schmücke
6567,Bad Frankenhausen/Kyffhäuser
6571,Gehofen
6571,Roßleben-Wiehe
6577,An der Schmücke
6577,Etzleben
6577,Oberheldrungen
6578,An der Schmücke
6578,Kindelbrück
7318,Saalfeld/Saale
7330,Probstzella
7333,Unterwellenborn
7338,Altenbeuthen
7338,Drognitz
7338,Hohenwarte
7338,Kaulsdorf (Saale)
7338,Leutenberg
7343,Wurzbach
7349,Lehesten (Thüringer Wald)
7356,Bad Lobenstein
7366,Rosenthal am Rennsteig
7368,Remptendorf
7381,Bodelwitz
7381,Döbritz
7381,Langenorla
7381,Moxa
7381,Nimritz
7381,Oberoppurg
7381,Oppurg
7381,Paska
7381,Pößneck
7381,Solkwitz
7381,Wernburg
7387,Krölpa
7389,Gertewitz
7389,Gössitz
7389,Grobengereuth
7389,Keila
7389,Peuschen
7389,Quaschwitz
7389,Ranis
7389,Schmorda
7389,Seisla
7389,Wilhelmsdorf (Saale)
7407,Rudolstadt
7407,Uhlstädt-Kirchhasel
7422,Bad Blankenburg
7426,Allendorf (Thüringen)
7426,Bechstedt
7426,Königsee
7427,Schwarzburg
7429,Döschnitz
7429,Rohrbach bei Saalfeld
7429,Sitzendorf
7545,Gera
7546,Gera
7548,Gera
7549,Gera
7551,Gera
7552,Gera
7554,Gera
7554,Bethenhausen
7554,Brahmenau
7554,Hirschfeld (Thüringen)
7554,Kauern
7554,Korbußen
7554,Pölzig
7554,Schwaara
7557,Gera
7557,Crimla
7557,Hundhaupten
7557,Zedlitz
7570,Endschütz
7570,Harth-Pöllnitz
7570,Teichwitz
7570,Weida
7570,Wünschendorf/Elster
7580,Braunichswalde
7580,Gauern
7580,Großenstein
7580,Hilbersdorf (Thüringen)
7580,Linda bei Weida
7580,Paitzdorf
7580,Reichstädt
7580,Ronneburg (Thüringen)
7580,Rückersdorf (Thüringen)
7580,Seelingstädt
7586,Bad Köstritz
7586,Caaschwitz
7586,Kraftsdorf
7586,Hartmannsdorf bei Gera
7589,Bocka
7589,Lederhose
7589,Lindenkreuz
7589,Münchenbernsdorf
7589,Saara bei Gera
7589,Schwarzbach bei Gera
7607,Eisenberg (Thüringen)
